,Gender,First Name,Last Name,City,State,Country,Age,Annual Vacation Days,Average Monthly Spend on Entertainment,Number of Online Purchases in Last Month,Number of Charity Donations in Last Year,Average Weekly Exercise Hours,Investment Portfolio Value,Health Consciousness Rating,Education Level,Average Daily Screen Time,Environmental Awareness Rating,Social Media Influence Score,Risk Tolerance in Investments,Number of Professional Trainings Attended,Tech-Savviness Score,Financial Wellness Index,Lifestyle Balance Score,Entertainment Engagement Factor,Social Responsibility Index,Work-Life Balance Indicator,Investment Risk Appetite,Eco-Consciousness Metric,Stress Management Score,Time Management Skill,Lifestyle Choice
347858,female,Gül,Biçer,Denizli,Sivas,Turkey,28,0.0,4.4092,153.035,0.1223,0.1187,5.2655,0.7017,4.285,3.4685,0.4922,3.4121,4.4566,4.4759,13.9479,90.6458,0.0,1.8825,0.003,0.0232,2.6244,0.0025,2.6059,86.6301,Urban Professional
103056,male,Jagat,Kulkarni,Nangloi Jat,Puducherry,India,46,19.6598,13.2526,141.3868,0.0805,0.0,46.0643,0.7583,7.9826,5.5063,0.6674,3.6382,5.6785,3.396,13.8424,158.2546,20.7316,1.9877,0.0,0.3774,6.8273,0.0113,3.7824,34.0117,Urban Professional
294114,male,Charles,Williams,Winfield,Québec,Canada,52,14.3438,9.9843,77.0974,0.0,0.0654,7.3516,0.6272,7.9591,5.0682,0.6331,3.1547,6.1969,2.068,10.4582,1.7651,13.5195,1.8642,0.1136,0.0083,4.056,0.017,2.8421,8.867,Urban Professional
57335,male,Gregorio,Parra,La Coruña,Galicia,Spain,25,4.8066,6.6529,142.3296,0.0,1.0602,0.5113,0.7792,5.3638,9.811,5.2426,3.6569,7.1917,3.6375,15.1101,49.4891,3.3099,1.9548,0.0,0.5374,6.7787,0.0,2.8382,55.8911,Urban Professional
102911,male,Shchastislav,Kuropas,Slavutich,Cherkaska,Ukraine,35,26.3031,8.2772,142.1312,0.0426,0.0253,8.8701,0.7645,10.9163,6.9245,0.5068,3.5712,6.4495,4.2438,13.6442,8.1642,28.9367,1.8991,0.0,0.0141,3.014,0.0076,3.4788,90.1351,Urban Professional
25385,male,Jayson,Ekinci,Ubachsberg,Zeeland,Netherlands,36,6.1446,6.6231,167.9612,0.0,4.2432,4.4901,0.7299,6.2389,5.8134,1.0629,4.0888,5.1497,3.6512,14.8485,100.5476,3.6062,1.7869,0.0232,0.9149,2.153,0.0,2.5123,47.7728,Urban Professional
229131,female,Tilde,Rasmussen,Gjerlev,Sjælland,Denmark,49,26.627,8.4461,119.0203,0.0,0.0024,0.0,1.3483,4.0181,4.9398,0.677,2.8036,7.4012,4.893,12.5277,256.457,27.7028,1.7088,0.0,0.0056,7.1362,0.0125,2.8146,95.8523,Urban Professional
106135,male,Aryan,Gupta,Tadepalligudem,Kerala,India,38,26.3348,66.1783,85.0369,0.0,2.2543,6.2522,1.0883,5.8516,5.0671,0.3273,3.1604,6.8407,5.2488,11.1105,140.2384,25.4716,1.9979,0.0,0.8271,0.4508,0.0,3.5398,98.2804,Urban Professional
156459,female,رها,سهيلي راد,گرگان,سمنان,Iran,47,15.7459,8.2717,113.2845,0.7603,0.0,0.0,2.9725,11.7038,4.5947,0.0433,1.7227,4.6604,2.3568,12.1008,205.8145,14.6751,1.3839,0.2773,1.4238,0.0,0.0,1.9424,15.1441,Urban Professional
82093,female,Charlotte,Chapman,Warren,New Jersey,United States,31,15.8283,5.5176,130.5107,0.0,0.7831,0.0,0.8293,2.1925,4.9709,3.5222,2.7496,5.0751,3.6303,13.1652,59.476,14.6908,1.608,0.2488,0.7876,2.5027,0.0116,2.215,41.4794,Urban Professional
415355,male,Gabriel,Williams,Georgetown,British Columbia,Canada,24,26.2542,34.2291,176.8716,0.2202,0.0,2.6078,0.6499,8.162,6.15,0.5569,5.8129,4.5532,1.7092,15.0449,62.5883,29.6945,2.3575,0.0,0.0129,2.4864,0.0514,5.6947,7.3234,Urban Professional
348023,male,Todd,Miller,Castlebar,Clare,Ireland,45,27.1124,10.8583,96.5452,0.0,0.0479,104.8579,0.812,10.1632,9.9803,0.6783,3.3876,5.6442,2.2957,11.7119,219.2108,30.5029,1.8436,0.0,0.0,6.1668,0.014,3.3734,11.8404,Urban Professional
50766,female,Siiri,Niskanen,Paltamo,North Karelia,Finland,48,8.5682,5.2779,166.032,0.0,0.0167,5.1372,0.6799,10.6648,4.7111,0.5753,3.4673,5.3504,1.742,14.4906,82.4759,9.7241,1.9004,0.129,0.0056,7.5905,0.011,2.7522,6.1467,Urban Professional
163122,female,Malin,Frigstad,Liknes,Telemark,Norway,32,17.0896,12.2617,101.3052,0.2219,0.0,3.8985,0.6115,7.8405,1.2354,0.4246,1.7162,7.6835,3.7632,10.6841,73.4642,17.1175,1.3232,0.6854,0.1303,6.0281,1.7574,1.4258,32.6575,Urban Professional
243594,female,Aada,Wuori,Kittilä,Satakunta,Finland,25,22.4934,89.8561,102.7218,0.0,0.304,68.8568,0.6384,8.7072,2.2826,0.6587,2.2725,8.5682,3.8581,11.2947,92.3674,21.6171,1.7418,0.1581,0.0,5.3788,0.0535,2.5899,37.1714,Urban Professional
62016,female,Barbara,Henderson,Kinsale,Galway,Ireland,54,23.7166,9.2312,138.059,0.0178,0.5014,6.7082,0.3587,2.313,3.6054,0.4941,10.0593,3.9124,1.3018,13.4169,72.374,26.6081,1.1573,0.0,0.0096,4.3913,0.0,1.6685,3.6455,Urban Professional
359393,male,Steve,Phillips,Van Alstyne,Texas,United States,36,27.5942,31.6575,166.4605,0.0,0.9801,100.0175,0.7711,1.5091,5.2024,2.8944,3.809,12.1084,2.7561,14.5106,80.292,27.5125,1.9549,0.0906,0.0086,7.359,0.0,3.5976,16.1755,Urban Professional
438275,male,Erik,Nunes,Campinas,Paraná,Brazil,47,18.4089,34.4298,189.3469,0.0692,0.0323,5.6077,0.6198,8.4163,5.9077,0.7284,4.8573,4.4494,3.0849,16.0133,12.3345,18.9929,2.1642,0.0,0.2856,7.1685,0.003,4.2678,29.7425,Urban Professional
289370,male,José María,Gallegos,Pueblo Viejo,Guerrero,Mexico,44,18.8781,41.3542,152.4844,0.109,0.0,0.0,0.6295,2.0444,7.0922,0.6854,7.8118,6.4226,3.6271,14.6572,66.1065,22.1508,2.2481,0.0,0.1711,7.298,1.7891,4.3656,52.2132,Urban Professional
111428,male,Niklas,Perko,Luvia,Päijät-Häme,Finland,28,22.0082,9.6173,117.2314,0.0,3.0631,75.8011,0.8261,9.1434,3.9066,1.2404,2.6636,7.1861,4.2974,12.7173,97.9002,21.0833,1.8008,0.0,0.0271,2.421,0.6131,2.8891,62.5429,Urban Professional
318779,male,Yatan,Rajesh,Proddatur,Puducherry,India,36,26.4273,42.6444,191.5442,0.1959,0.1067,16.3532,0.6123,10.854,4.032,1.1528,5.1414,7.9924,2.4893,15.7264,37.0157,27.3147,2.2752,0.0,0.0104,3.0696,0.0032,5.0336,12.0914,Urban Professional
61884,female,Maélie,Bonnet,Strasbourg,Bouches-du-Rhône,France,34,28.9525,48.5356,137.0541,0.0,1.1218,125.2241,0.8235,10.7454,7.9867,0.2027,3.6549,6.1083,5.2683,13.7902,97.4498,30.8164,2.0256,0.0,0.5687,3.3377,0.0089,3.8349,99.4946,Urban Professional
131382,female,Elea,Lindstad,Herre,Nord-Trøndelag,Norway,37,14.4087,7.3913,162.8554,0.0,0.7676,11.8787,1.8272,9.0124,6.221,0.5386,12.1195,4.1759,0.3451,14.9675,99.0586,16.4284,1.2213,0.0,0.0352,4.6746,0.0,1.8715,1.5989,Urban Professional
456025,female,Catia,Roy,Kappel (So),Bern,Switzerland,30,17.2929,42.912,125.5516,0.0,0.038,88.8227,0.7004,7.4132,9.3275,0.5665,4.2785,4.6042,2.1648,13.0633,271.6879,18.8522,2.1555,0.0,0.6599,0.0,0.0167,4.1526,12.681,Urban Professional
380650,female,Fanny,Arnaud,Boulogne-Billancourt,Nièvre,France,45,31.2432,41.9707,151.7134,0.0,0.0,218.344,0.7473,6.3909,6.4912,0.4347,3.4372,4.3642,3.6631,14.0542,203.0051,32.757,1.9683,0.1989,0.1272,2.9003,0.0,3.7071,38.5258,Urban Professional
329762,male,Isaac,Sanchez,Newry,Essex,United Kingdom,47,33.2937,50.9873,122.9271,0.0,2.4193,36.4899,1.025,3.6234,5.2924,0.5378,3.6576,7.764,3.4063,13.159,86.2439,32.384,2.1301,0.0,0.0375,5.3786,0.0,4.4535,36.1016,Urban Professional
387364,male,Walter,Thorgersen,Blæstadgrenda,Nord-Trøndelag,Norway,35,21.6083,8.8834,191.4828,0.0,3.7401,12.6933,0.6516,7.4052,3.1873,0.5,11.8547,4.6292,0.7454,15.1643,98.5266,23.5852,1.6496,0.0,0.0197,3.6748,0.151,2.6462,1.0367,Urban Professional
307691,female,Christy,Sanchez,Daly City,Delaware,United States,28,28.8542,17.2958,192.4344,0.0,0.029,6.2271,0.7075,10.1163,3.4702,0.6158,3.421,6.5726,3.2136,15.2776,37.47,29.9245,1.8907,0.0543,0.5566,7.0443,0.0173,3.3987,23.736,Urban Professional
57619,female,Ece,Düşenkalkar,Karaman,Uşak,Turkey,33,17.4307,9.1652,100.9518,0.0,0.0,225.489,0.8032,5.7589,8.803,0.4625,2.0914,4.5594,5.225,11.5257,76.925,18.7701,1.5009,0.0,0.2717,0.0,0.0,1.9976,96.6376,Urban Professional
377494,male,Sergio,Parra,Talavera de la Reina,Canarias,Spain,31,20.4625,18.5079,145.9311,0.0349,0.0,1.1631,0.7809,3.8054,8.2375,0.6505,3.8704,4.4583,0.7388,14.0809,217.5378,21.3731,1.9798,0.0,0.0148,4.1441,0.0154,3.8191,2.3953,Urban Professional
663,male,Aäron,Verboon,Laren,Groningen,Netherlands,20,29.0353,23.1916,92.2791,0.3435,0.0067,6.8568,0.684,8.0495,5.729,1.1473,4.8158,4.7303,1.8253,11.8086,22.101,32.2888,2.1245,0.0,0.5549,6.7029,0.0,4.4759,8.7073,Urban Professional
88153,male,Sergio,Sánchez,Valencia,Comunidad de Madrid,Spain,35,8.2954,6.852,111.607,0.0335,0.177,1.0516,2.7789,5.818,7.3819,0.5939,2.69,4.1361,2.9029,12.5701,248.5129,8.3971,1.6495,0.0,0.0086,0.9967,0.023,2.431,21.81,Urban Professional
12312,female,Leone,Wessel,Bergentheim,Groningen,Netherlands,31,19.1729,7.2836,221.9,0.131,0.2129,0.0,0.7586,8.2577,4.92,3.0246,3.4433,4.7749,1.702,16.8442,18.1282,19.7016,1.7408,0.1093,0.2427,2.8876,0.0067,2.8758,7.8404,Urban Professional
310531,male,Yvan,Fontai,Dotzigen,Aargau,Switzerland,45,16.8272,5.7322,147.4491,0.0925,0.0249,1.0836,0.7343,3.8967,2.1917,0.3668,0.8838,17.1125,3.5534,13.4823,2.3206,14.7077,1.0274,0.0652,0.3061,7.843,0.0,0.9509,28.9929,Urban Professional
215500,female,Nelli,Niemi,Uusikaupunki,Satakunta,Finland,22,33.2205,9.53,93.8776,0.2628,0.0,2.0901,0.6585,7.6853,6.2034,0.5457,3.5032,12.2666,3.8373,11.5499,88.7511,37.4152,1.9889,1.2216,0.0531,6.6514,1.0535,3.9063,52.1004,Urban Professional
63490,male,Charles,Abraham,Campbellton,Newfoundland and Labrador,Canada,46,9.139,39.6511,159.1592,0.0,0.125,79.2595,0.8524,8.3363,2.7743,0.6034,4.2177,5.0804,4.04,13.4934,136.4332,6.5235,2.0168,0.1475,0.9768,1.8864,0.0112,3.014,44.1799,Urban Professional
130855,female,Antoinette,Caron,Mauensee,Basel-Stadt,Switzerland,39,13.871,40.4418,131.2152,0.0197,0.0,3.7822,0.7714,2.3478,0.0,0.3117,4.6898,5.1814,3.5975,11.8081,118.4716,14.7397,2.216,0.0,0.0394,4.39,0.0,4.0742,19.5279,Urban Professional
200693,female,Luisa,Rosas,Chichihualco,Estado de Mexico,Mexico,21,15.1431,5.1196,133.2745,0.064,0.0,29.2841,0.809,5.1813,6.9399,0.3625,1.4436,5.8359,1.7146,13.2397,207.1704,14.0007,1.3047,0.0325,1.019,7.0435,0.0013,1.3671,5.8003,Urban Professional
352575,male,Alfredo,Schmidt,Dumas,Arizona,United States,39,12.4985,41.5494,146.5803,0.1573,0.022,88.7047,0.6609,8.4058,5.178,0.6538,4.8969,5.0597,2.89,13.8092,97.2401,11.6195,2.2641,0.121,0.1956,3.2541,0.0209,4.0814,19.7143,Urban Professional
433867,female,Anaïs,Leroux,Argenteuil,Hautes-Pyrénées,France,41,28.8038,26.8742,163.4191,0.0401,0.0157,7.932,0.5717,9.5387,5.3349,0.4414,6.608,3.3391,2.8133,14.9854,51.2791,33.257,2.1292,0.1571,0.6457,5.7818,0.011,4.4928,21.8004,Urban Professional
460970,male,Nenad,Vincent,Bavois,Uri,Switzerland,56,18.1302,5.0094,88.3453,0.0,0.058,3.3936,0.7736,4.0144,5.5276,0.3408,2.0807,5.4314,5.489,11.0216,113.3052,21.8188,1.5205,0.0,1.118,4.1774,0.0111,2.1782,98.3809,Urban Professional
113160,female,Rose,Jones,Belmont,Prince Edward Island,Canada,29,33.6645,9.5178,155.5871,0.0,0.0,43.358,0.6884,3.8993,2.5527,0.5824,2.7544,5.4047,4.0429,13.4555,157.9806,33.7304,1.6436,0.0,0.0238,0.4722,0.01,2.5919,49.421,Urban Professional
272020,male,Hitesh,Bansal,Fatehpur,Manipur,India,45,20.2115,43.6612,79.6926,0.0,0.052,2.5966,0.7604,2.7336,6.7329,0.4671,7.0652,5.3776,2.5697,10.7216,22.7769,22.2993,2.6529,0.0694,0.5237,0.0,0.0082,6.6082,19.0616,Urban Professional
258154,female,Abby,Hart,Edinburgh,South Glamorgan,United Kingdom,21,21.7452,6.2682,139.6614,0.0,0.0136,0.0,1.1586,3.1136,5.8604,0.6432,3.2722,16.4268,3.7883,13.8501,218.412,24.3063,1.8751,0.0,0.1117,7.5615,0.0,3.4505,51.7919,Urban Professional
332291,male,Viriato,Rocha,Almirante Tamandaré,Mato Grosso,Brazil,36,31.2667,47.9709,114.258,0.0848,0.0,48.7753,0.5704,2.228,2.5994,0.8857,5.085,22.5607,2.2895,11.8955,342.06,31.0009,2.3378,0.0819,0.3874,7.4424,0.0,5.3831,9.9313,Urban Professional
359007,female,Hanaé,Hubert,Colombes,Ille-et-Vilaine,France,48,28.083,28.1966,117.0432,0.0,0.0096,6.966,0.8061,5.1529,0.4914,0.4302,2.201,6.27,1.2628,11.3474,121.2504,26.5619,1.3925,0.0088,0.0462,0.9151,0.0,1.7846,0.0,Urban Professional
292092,male,Villads,Poulsen,Allinge,Hovedstaden,Denmark,25,13.0266,13.9324,136.2356,0.0,0.443,7.5576,0.7322,1.4806,3.4729,1.0965,3.8461,5.9285,4.428,13.1554,60.3137,9.9008,1.9417,0.0,0.0042,6.2868,0.0,3.0118,82.3874,Urban Professional
464608,male,Charles,Rivera,Salem,Montana,United States,36,10.6755,8.457,186.9568,0.0,0.076,17.7,0.7001,4.1674,5.1563,0.6324,2.4912,5.85,3.6562,14.9359,141.1099,9.8834,1.6301,0.0825,0.0,7.1443,0.1133,1.9228,39.091,Urban Professional
227316,male,Emmerich,Adam,Vellmar,Nordrhein-Westfalen,Germany,40,15.1745,44.1167,104.492,0.0,2.2973,3.4583,0.8353,12.4026,5.0553,1.3058,5.277,5.5156,4.6726,11.8693,77.3466,14.501,2.2961,0.0801,0.4798,1.8117,0.0188,4.4452,92.864,Urban Professional
195830,female,Emma,Holt,Port Macquarie,Victoria,Australia,40,4.1321,9.4485,141.5836,0.3129,0.1677,11.7318,6.1373,2.7089,2.1483,0.5692,1.7375,4.6215,0.5839,12.9453,113.779,3.2054,1.2669,0.0,0.4789,3.5628,0.0081,2.2968,1.155,Urban Professional
62878,male,Bakhshi,Bharanya,Chapra,Delhi,India,50,41.4021,52.4709,120.9429,0.0,0.3688,91.5826,0.7828,7.1285,5.6118,0.5099,3.675,5.3604,4.713,12.6266,259.457,40.9856,2.0518,0.0,0.6553,0.632,0.0034,4.1657,89.5909,Urban Professional
150695,female,Emre,De Grauw,Wilhelminaoord,Utrecht,Netherlands,41,21.5065,45.1657,131.0001,0.0,0.2568,193.4232,0.7786,3.9378,5.7632,0.2279,3.5752,4.3233,3.2588,13.1669,178.6833,22.5893,2.003,0.0,0.0104,3.6924,0.7381,3.6466,29.1546,Urban Professional
412733,male,Leroy,Morgan,Tamworth,Victoria,Australia,41,24.2181,7.8151,139.427,0.0,0.2301,3.9414,0.8922,4.6287,5.7146,0.4335,2.4292,9.2368,4.7202,13.4564,156.5991,26.9578,1.6048,0.0272,1.0182,7.4178,0.0068,2.4574,96.516,Urban Professional
152751,male,سام,مرادی,ساری,گیلان,Iran,42,14.1196,22.5922,159.7287,0.0,0.1795,115.8409,0.7713,9.1637,6.3656,1.2739,4.432,5.4932,4.0539,14.3523,78.0516,14.5293,2.0596,0.0,0.0,2.4514,0.6561,3.569,57.3362,Urban Professional
330893,male,Silas,Hansen,Saltum,Hovedstaden,Denmark,24,6.5812,7.7169,104.922,0.0,1.8648,101.4816,0.7834,5.9003,4.8784,0.8293,2.1136,6.5577,3.8803,11.5552,116.5754,3.3768,1.5802,0.4598,0.0,0.2357,0.1886,1.6776,46.4284,Urban Professional
120585,female,Margaux,Roger,Marseille,Ardennes,France,36,40.7909,107.1083,196.5041,0.0939,0.0,10.2783,0.7604,7.1386,3.0037,0.5836,4.3342,6.012,1.3247,16.0154,104.1031,42.2966,2.0153,0.0595,0.0064,0.1217,0.0,4.0885,3.8214,Urban Professional
163725,male,Eren,Kaya,Bitlis,Çanakkale,Turkey,28,28.1829,8.0319,173.4203,0.0,0.0077,37.7046,0.7207,5.0198,6.3331,0.4456,1.7508,6.9945,2.745,14.9315,9.188,29.1878,1.4058,0.0994,0.1428,7.7339,0.008,1.9002,19.3159,Urban Professional
318180,male,Joona,Saari,Lahti,Finland Proper,Finland,36,3.0149,8.406,169.92,0.0,1.0369,51.8353,0.6312,11.1782,4.5503,0.8692,1.4398,9.9916,5.5663,14.4119,106.2668,0.3927,1.2661,0.1082,0.0,7.6532,0.0053,1.0641,99.503,Urban Professional
340860,female,María Eugenia,Camacho,Ciudad Benito Juárez,Hidalgo,Mexico,45,28.0614,20.1884,132.2028,0.0,0.8992,0.0,0.5035,6.6455,3.7423,1.7096,4.8811,6.6085,2.8062,13.0432,55.9374,27.4511,2.0471,0.0,0.0041,6.6964,0.7415,3.9846,17.79,Urban Professional
98814,male,Gökhan,Dağlaroğlu,Malatya,Iğdır,Turkey,29,28.0553,41.2555,145.8883,0.0,0.3561,0.0,0.7365,11.0731,3.4156,0.8745,5.5999,6.065,3.094,13.3746,58.8208,28.7274,2.3176,0.04,0.0,0.5446,0.0823,5.2186,21.3176,Urban Professional
359024,male,اميرحسين,احمدی,زنجان,چهارمحال و بختیاری,Iran,21,1.6886,7.45,153.3682,4.0333,0.0568,3.5885,1.2895,9.9692,2.1237,0.9705,2.2314,5.1278,3.7998,13.5548,84.0935,2.0507,1.3776,0.064,0.0,0.6523,0.003,2.2732,29.345,Urban Professional
241584,female,Elizabeth,West,Providence,Vermont,United States,38,24.8851,8.1501,143.9014,0.0,2.0831,8.4701,0.722,7.6483,4.1336,1.367,2.6721,5.0349,3.6387,13.627,93.2982,24.1252,1.6667,0.0827,0.5642,3.8639,0.0142,2.6442,40.1319,Urban Professional
108398,female,Tverdogosta,Moroz,Volnovaha,Odeska,Ukraine,45,25.6113,10.9188,124.834,0.0461,0.0658,8.9324,3.5507,1.3565,4.3412,0.6774,3.1714,5.2061,3.6062,12.9678,118.5997,28.6178,1.8044,0.0,0.1094,5.6551,0.0008,4.2886,37.8648,Urban Professional
402587,female,Cléa,Riviere,Grenoble,Corrèze,France,44,20.1997,3.213,96.045,0.4024,0.1418,1.6233,1.635,4.6883,10.6703,0.3942,6.096,10.706,3.9632,11.9884,106.0046,26.6033,1.8158,0.0,0.1578,6.9787,0.0,3.816,69.8119,Urban Professional
58013,female,Ana,Roche,Lille,Marne,France,51,1.8234,7.9014,141.393,0.0148,0.0123,38.1045,0.7432,3.7698,5.1229,0.5447,3.1452,5.2321,2.1956,13.5426,233.4053,0.0,1.829,0.0084,0.5726,1.1264,0.0005,2.4251,8.8736,Urban Professional
348494,male,Jostein,Jahr,Ilseng,Troms - Romsa,Norway,25,6.4386,44.5136,61.1314,0.0,0.0298,2.4969,0.7146,1.8862,4.7814,0.5551,4.5373,8.5543,4.2887,9.6537,158.4498,4.3107,2.1489,0.0,0.046,5.9644,0.0084,3.3292,72.9455,Urban Professional
443180,female,Abigail,Patel,Taupo,Bay of Plenty,New Zealand,39,16.1149,9.1418,141.2175,1.2695,0.052,11.9432,4.4988,7.9209,3.7169,0.6168,1.9633,10.3247,2.7058,13.6796,99.1931,18.4353,1.5216,0.153,0.0,7.6995,0.0209,3.486,13.4201,Urban Professional
404577,female,Emily,Brown,Taupo,Auckland,New Zealand,42,21.5685,8.7971,161.4804,0.0,0.0047,90.9659,0.8056,6.7545,4.4133,0.6391,3.5585,4.6828,4.6716,14.0404,152.1234,21.9942,1.8996,0.1143,0.4088,1.3654,0.0217,3.3642,90.5617,Urban Professional
297041,female,Brandy,Harrison,Cairns,Victoria,Australia,33,12.8123,5.8428,120.2838,0.0,0.005,0.0,0.6969,2.8584,5.7695,0.5131,2.9972,4.7716,1.127,12.6973,19.5467,12.2881,1.7377,0.0763,0.5083,5.5223,0.0088,2.4317,3.6529,Urban Professional
232765,female,Miriam,Burgos,Mocorito,Durango,Mexico,37,15.6159,47.8738,139.4376,0.0,0.1535,191.0808,0.7326,2.1048,2.1828,2.6537,4.0549,10.3899,1.1212,12.586,108.9168,14.2946,2.0235,0.0,0.0029,7.0215,0.0,3.4399,1.6059,Urban Professional
444784,female,Katrine,Petersen,Hurup Thy,Danmark,Denmark,38,3.9705,8.9965,132.1336,1.6808,0.079,8.8944,1.4539,2.8361,4.2848,0.5601,3.112,5.4867,3.0291,13.2977,105.6045,3.7013,1.8553,0.0,0.3411,5.369,0.0231,3.375,22.8631,Urban Professional
51021,male,Gregorio,Álvarez,Sevilla,Asturias,Spain,36,28.2704,8.0113,159.9422,0.2185,0.0,6.4524,0.7001,9.0853,2.2738,0.4483,2.419,7.862,4.3181,14.1248,142.8919,29.0313,1.583,0.0,0.0324,7.3764,0.8224,2.2342,49.9309,Urban Professional
106672,female,Monika,Ribalka,Hiriv,Zhitomirska,Ukraine,56,26.9305,38.5475,111.4226,0.0,0.1047,37.3249,0.8687,6.5611,2.688,0.423,3.0472,6.1707,2.4682,11.6025,243.7546,24.3649,1.7904,0.0,0.703,2.5836,0.0,2.9793,10.5843,Urban Professional
179386,female,آرمیتا,مرادی,بوشهر,قم,Iran,46,2.187,22.2088,126.1781,0.0,0.0,0.0,1.3728,10.0524,5.4925,0.5782,3.8169,5.4559,3.5003,13.1505,118.8567,2.8326,1.9761,0.0136,0.5204,6.0736,0.0237,2.8751,37.3021,Urban Professional
29283,male,Luciano,Wiesmann,Putbus,Bremen,Germany,60,20.8226,10.0148,152.917,0.0,0.0619,21.6206,0.8026,5.105,3.3501,0.5874,2.3927,5.2021,0.4959,13.4493,109.2644,21.7335,1.5694,0.0571,0.0,1.4788,0.025,2.352,0.0205,Urban Professional
467446,male,Radomir,Brodackiy,Stebnik,Volinska,Ukraine,40,29.2201,7.5484,101.0356,0.0103,0.0099,0.0,1.3305,7.1166,5.0295,0.6054,1.375,4.2579,3.0252,11.6041,173.2272,31.7294,0.8541,0.0,0.0,0.3331,0.0095,0.9967,20.2847,Urban Professional
437199,male,Onur,Akbulut,Çankırı,Zonguldak,Turkey,20,25.1528,22.9493,150.8888,0.0,1.2374,107.9362,0.9287,1.7325,5.592,0.2055,3.1553,5.245,4.9664,14.0132,138.8728,24.1311,1.7993,0.0,0.0181,3.3929,0.7257,2.9908,94.938,Urban Professional
212733,female,Miriam,Caballero,Granada,Comunidad de Madrid,Spain,32,12.6124,19.1576,106.834,0.0,1.3251,120.525,0.7813,0.0,4.7379,5.8985,3.5357,7.8659,4.9673,11.6746,95.533,11.2703,1.9314,0.0232,0.0,0.9466,0.0,3.0374,93.8481,Urban Professional
64841,female,Lilje,Skurdal,Skogrand,Hordaland,Norway,28,29.2605,7.8708,158.2551,0.031,0.0359,48.7689,0.631,1.5606,4.3254,0.6627,3.8992,5.0139,4.5136,13.8216,154.9005,32.4608,1.8911,0.0,0.0,0.0,0.0148,3.5009,81.6559,Urban Professional
164729,female,Nevaeh,Zhang,Whanganui,Bay of Plenty,New Zealand,51,34.889,51.2193,175.4828,0.0,0.2643,102.2027,0.6406,5.6406,6.9262,0.3996,3.2438,9.5601,0.7027,14.8792,225.8306,35.5003,1.9568,0.0052,0.0191,7.7425,0.4142,3.5302,1.4675,Urban Professional
369186,male,Özkan,Fahri,Giresun,Gaziantep,Turkey,32,13.7439,46.0626,169.6561,0.0,3.8842,12.5518,0.6857,7.2949,1.7854,2.9984,5.9875,4.8525,2.5741,14.0471,98.505,10.9872,2.3074,0.0219,0.4477,4.416,0.0,4.2492,13.3327,Urban Professional
107506,male,Noah,Duval,Aix-En-Provence,Pyrénées-Atlantiques,France,26,12.9784,40.3626,166.5626,0.006,0.006,2.4091,0.7366,9.8552,6.1367,0.5915,4.4067,4.8128,4.0451,14.823,157.9458,13.1672,2.0642,0.0252,0.0041,1.5111,0.0045,3.3854,56.4397,Urban Professional
202645,female,Elisane,Freitas,Foz do Iguaçu,Pará,Brazil,24,22.5416,42.808,160.2849,0.0,0.0465,21.5845,0.6923,3.6353,3.9468,0.5634,4.0912,5.7895,5.36,14.0532,228.1742,21.7376,2.0854,0.1138,0.3112,6.5684,0.0,3.8763,98.0071,Urban Professional
324707,female,Inmaculada,Serrano,Bilbao,Islas Baleares,Spain,48,33.7291,8.7819,111.3702,0.0,0.0031,9.2032,0.779,11.656,5.7762,0.4646,2.5572,6.8819,1.084,12.1635,118.0444,36.364,1.7296,0.0,0.8882,6.9496,0.0268,2.9399,1.7268,Urban Professional
341268,male,Svitovid,Kutoviy,Kozyatin,Odeska,Ukraine,23,3.9731,4.1038,171.3572,0.1756,0.0241,6.9046,0.571,0.1353,7.0132,0.5624,3.848,6.3869,0.6659,15.109,104.7709,5.4658,1.9688,0.0,0.0375,7.6137,0.0,2.9434,2.7178,Urban Professional
455733,female,Sharona,Aardema,Nuenen,Overijssel,Netherlands,25,2.3137,26.2124,145.514,0.0,0.1135,0.0,0.8103,4.7113,1.3228,0.5305,3.618,5.3642,3.5158,12.967,94.4767,1.428,1.9042,0.0927,0.7465,0.5872,0.0075,2.6987,23.2185,Urban Professional
136925,male,David,Rolland,Pau,Seine-Maritime,France,44,12.0474,8.4272,139.7083,0.0,0.0415,33.7871,0.7494,4.1425,5.3966,0.536,3.1919,5.8973,4.2458,13.249,132.1803,12.4291,1.8923,0.0901,0.8638,0.0,0.0,2.7916,77.876,Urban Professional
38923,male,Cecil,Fowler,Geelong,Western Australia,Australia,32,22.1531,10.5265,139.4363,0.0,0.2817,1.2571,0.8107,3.2689,6.8313,0.4002,14.1296,4.705,3.5518,13.9837,89.5949,26.9284,1.912,0.0565,0.565,0.0,0.0021,3.1732,42.1024,Urban Professional
43403,male,Samuel,Tanner,Kiiminki,Päijät-Häme,Finland,30,48.2484,7.4242,128.1851,1.3884,0.0061,9.275,3.259,5.3477,2.5405,0.6114,2.618,3.6834,3.3931,12.5853,101.6359,51.216,1.5103,0.0,0.5074,0.7362,0.0098,3.8007,24.1411,Urban Professional
40056,female,Hedda,Franck,Tjarnsweer,Gelderland,Netherlands,28,22.1041,20.3961,141.5461,0.0,0.0,65.953,0.7226,6.2987,5.047,0.4401,3.3527,9.7731,0.0216,13.4668,56.8152,20.881,1.9089,0.0,0.4569,7.8068,0.0,3.4137,0.0,Urban Professional
